draft_types
['Серебрянка']
['Генеральские Дачи']
['СНТ Залив']
['СНТ Восход']
['СНТ Камчатский садовод']
['с/т Радость']
['Знание снт']
['снт №1']
[' ст №1а']
['ст №1а']
['снт №1а']
['снт №2']
['Южный квартал']
['Улыбка снт']
['снт Маяк-62 ']
['снт Маяк-62']
['Новокалищенское-1 снт']
['Весна']
['Пассаж снт']
['Ветер снт']
['Садовод ст']
['Волна ст']
['Незабудка снт']
['Ракопежи пос']
['Балтика снт']
['Удача']
['Эхо']
['Водник снт']
['Ветерок снт']
['снт Лада-2']
['снт Липогорец-3']
['снт Липогорец-2']
['СОТ Энергия']
['Березовая роща снт']
['онт Майский']
['Радово снт']
['д/о Золотая осень']
['д/о Ёлочка']
['Луга снт']
['Гудок снт']
['Пороги снт']
['Химик-2 ст']
['Машиностроитель ст']
"['""Энергетик""снт №1']"
['Машиностроитель-2 ст']
['Победа-2 снт']
['Южный ст ']
"['с/о ""Строитель-2""']"
['с/о Здоровье']
"['СНТ ""Зеленый Бор""']"
[' снт Оптимист']
['Текстильщик снт']
['Химик с/о']
['снт Крутиха']
['ск Малинка-1']
['дпк Ветеран пути']
['снт Новая Заря']
['Богатый остров снт']
['Янтарь снт']
['Горняк снт']
['днт Забота-2']
['снт Восход-3']
['Промышленный район']
['снт Победа-2']
['пск Машиностроитель']
['Сельский строитель сдт']
['снт Светофор ЗабЖД']
['Земледелец-Ломовская ст']
['Тигода снт']
['Росток-1 днп']
['снт Норка']
['Коняшина д']
['с/о Эксперимент']
['Сады']
['Уйташ']
['Беломор СНТ']
['с/о Сияние севера']
"['СНТ ""Росинка-448""']"
['с/о 50 лет Октября']
['с/о Ягодка 1']
['с/о Пионер']
['с/о Заря']
['с/о Приморец']
['с/о Ягодка']
['с/о Лотос']
['с/о Аралия']
['с/о Пищевик']
['СОТ Сугун']
['снт Звенигород']
['Стройтрест 11 Ракитовка 1 снт']
['снт Дружба 1-2']
['Заря сонт']
['Красносельская усадьба снт']
['Матанцы-92']
['Тихвинка']
['Минская']
['Озёрная']
['Пламя снт']
['снт Белый колодец']
"['СНТ ""Солнечное-12']"
['Коллективный сад №4']
['Юбилейный-УдГУ снт']
['Коллективный сад №31']
['коллективный сад №31']
['дп Здравница']
['Овощевод снт']
['Коллективный сад №26']
['Коллективный сад №26А']
['Колектиный сад №26А']
['Коллективный сад №27']
['снт Коммугальник']
['Коллективный сад №16']
['снт Крильон']
['Коллективный сад №22']
['Коллективный сад №17Б']
['Бозненское водохранилище']
['дачи Зелёная горка']
['бригада 1Б']
['бригада 1а']
['снт Кукушкино']
['бригада 3']
['бригада 4']
['бригада 6']
['Мрия снт']
['Садовод Севера СНТ']
['с/о Дубрава']
['снт Назарьево']
['Никольский кп']
['снт Ленок']
"['с/т ""Восточник-1, 2""']"
['Поле Чудес снт']
['Шабердинка снт']
['Вагоностроитель-1 снт']
['Шабердинка']
['снт Антоновка-69']
['Движенец снт']
['им. Азина снт']
['Синявино-2']
['Поле чудес снт']
['Лесной снт']
['Холодный ключ-2 снт']
['днт Алгоритм']
['снт Энергостроитель-1']
['Холодный ключ-1 снт']
['Холодный ключ-3 снт']
['Синявинское снт']
['Соловей снт']
['Лососинка снт']
['Красная заря снт']
['Красная Заря снт']
['Цветовод снт']
['Прудовый снт']
['снт Автобаза Связи']
['днт Ручеёк']
['бригада 7']
['Источник снт']
['бригада 2']
['СТН Источник']
['Фруктовый сад снт']
['СОТ Связист']
['Вишенка снт']
['Буммашевец-2 снт']
['Планета снт']
['Буммашевец-1 снт']
['СНТ Новые Ярушки снт']
['Воскресенские сады ст']
"['дпк ""Тест""']"
"['дпк ""Оленев и К""']"
['Александровская пос.']
"['СНТ ""Космея""']"
['Черничный сад']
['СОТ Стерх-2']
['снт Карьерный']
['Пушкинский городок снт']
['Октябрь снт']
['с/о Березняки']
['сдт Сухая Самарка']
['Здоровье СНТ']
['Тюльпан-1 снт']
['снт Красная рябина']
['снт Сады Приобья']
['микрорайон']
['СОТ Электрик']
['днт Солнышко']
['кс Лесной']
['Водитель снт']
['в р-не ст.Полой']
['Строитель-3 снт']
['Рябинушка снт']
['Осиновая Роща']
['Новый Сулак']
['2 Линия']
['1 Линия']
['3 Линия']
['ст Титан']
['снт Росинка-2']
['снт Магистраль-2']
['Здоровье ст']
['днт Охотник']
['снт Овинный']
['снт Новотроицк']
['Поречье снт']
['Сириус снт']
['Связь снт']
['с /т Водник-2']
['Октябрьской железной дороги ст']
['ДК Рябинка']
['Лесная дача СТ']
['снт Метро']
['Бесовецкий снт']
['Надежда-3']
['сот Подводник']
['Северный снт']
['снт Дукат']
['Антоновка']
['Заволжский']
['Вторая']
['Агрофирма']
['Шликино']
['Нива снт']
['снт Яченка']
['Покровский тракт 9 км']
['Локомотивного депо сдт']
['с/о Швейцария']
['Подснежник снт']
['снт Ива']
['снт Любитель-4']
['Терра днп']
['Малые Кириллы']
['Кривцы']
['Михейково']
['Костровский С/О']
['Букаревский С/О']
['Ядроминский С/О']
['Подъячевский С/О']
['Подкова Жк']
['Новопетровский С/О']
['Целеевский С/О']
['Подъячевский С/О)']
['Муханки']
['Кульпинский С/О']
['Синьковский С/О']
['Дядьковский С/О']
['Большерогачевский С/О']
['Покровский С/О']
['Зареченский С/О']
['Куликовский С/О']
['Наро Фоминск']
['Лукьяново']
['Верея']
['Жд Станция Башкино']
['Зубово']
['Кубинка']
['Агрегат снт']
['днт Падь Еловая']
['дп Ясная поляна']
['Энтузиаст ст']
['Восток №4 снт']
['Восток №6 ст']
['Родина снт']
['Строитель-2 снт']
['Южное снт']
['Теремок-2 СНТ']
['снт Гранит']
"['СНТ ""Заря""']"
['снт Запрудный']
"['днт ""Лужники""']"
"['ДНТ ""Родничок-3""']"
"['ДНТ ""Холмогоры""']"
['ПСОК Березовый']
"['коттеджный посёлок ""Сказка""']"
['снт Мамоново']
['днт Черемхи-2']
['Южный с/о']
"['СТ ""Восход""']"
['СОТ Хвойный']
['Буровик сонт']
['Пирогово снт']
['снт Путеец-49']
"['с/т ""Проектировщик""']"
['СОТ Энергетик-4']
['с/о Политехникум']
"['СНТ ""Сибирский хуторок""']"
['Малиновая Гора-2 с/о']
['Малиновая Гора-1 с/о']
['Славянка СНТ']
['сдт Речник']
['с/т Маяк']
['бригада 8']
['Полярные зори СНТ']
['Третья карта пос']
['снт Энергия-3']
['ст Лесная дача']
['Приморец сдт']
['Балтийская Ривьера кп']
['снт Электротранспортник']
['снт Голубой факел']
['снт Дорстроевец']
"['ДНТ ""Дивное""']"
['Речник-1 снт']
"['ДНТ ""Сказка""']"
['Белая речка']
"['СНТ ""Солнечный""']"
['Ветеран-1 cнт']
['Ветеран-2 cнт']
['Ветеран-2cнт']
"['СНТ ""Нанжуль-11""']"
['Теремок-3 СНТ']
"['СНТ ""Бирюса""']"
['Ижсталь-2 снт']
['Ижсталь-1 снт']
['Синтез снт']
['снт Индустриец-1']
['СНТ Солнечное']
['днт Изыскатель']
['Малиновка-1 снт']
['Малиновка-2 снт']
['тсн Остор №13']
['снт Красава-2']
['Всеволожский район']
['Вараксино снт']
['Булычёво снт']
"['""Энергетик"" снт №1']"
"['снт южноуральская ГРЭС ""Энергетик"", сады №1']"
"['""Энергетик"" снт №2']"
['Синтетика снт']
['Бия снт']
['Травинка снт']
['Красава-2 снт']
['Садко днп']
['сдт Ракитовка-2']
['днт Реестр']
['Вишенки-2 ст']
['Вишеньки-2 ст']
['ДНТ Бриз']
['с/о Мостовик-2']
['Бережок днт']
['Заречное днт']
['Вишневый сад снт']
['Одуванчик с/о']
[' Юбилейное снт']
['Малиновка ст']
['Трикотажник-1 снт']
['Сулак-5 снт']
[' Солнечное снт']
['Пруды']
['2 очередь']
['3 очередь']
['Зори Кинапа сдт']
['снт Никишиха']
['снт Медтехника']
['СОТ Луговой']
['снт Олимпиец']
['снт Жилстроевец']
['Домостроитель с/о']
['Серебряный бор тсн']
['снт Тихие зори']
"['СТ ""Вишнёвый Сад""']"
['снт Брусничка']
['снт Башмачок']
['Огонёк ст']
['снт Иней-1']
['днт Иней-2']
['снт Сибирячка']
['снт Уральский садовод']
['Орляк сдт']
['снт Долина']
['ПКСТ Кристалл']
['снт Озерки']
['Боктер']
['ст Дзержинского']
['снт Пеленг']
['Строителей снт']
['Электроник снт']
['Ясная Поляна-2 со']
['Вишнёвый сад снт ']
['ДНО Речник']
['снт Лавровка']
['Витамин снт']
['дачный массив']
['тсн Родник']
['Солнечный дачный посёлок']
['Горизонт снт']
['Бутон снт']
['с Старая Ситня']
['№3 снт']
['снт Морское']
['Звездный-2 снт']
['ст Орель']
['ст Сроитель']
['Посёлок Западный-Элита днт']
['Локомотив-1 снт']
['снт Сибэлектромонтаж']
['сот Лесное']
['снт Ранет']
['днт Дружное']
['Каскад дм']
['с. Симаково']
['Нива снтсн']
['днт  Южный склон']
['Серебряный бор с/о']
['Мичуринец днт']
['снт Крот']
['снт Домостроитель']
['снт Снегири']
['снт Улыбка']
['Дорожное днт']
['СНТ №9']
['Степное-1 снт']
['тсн Серебряный бор']
['Балтийская Слобода днп']
['снт Лапино']
['Целенное с/о']
['Родничок-1 снт']
['снт Варшана']
['Светлогорское снт']
['Летние Юрты сот']
['Кедровый-16 снт']
['БКД-1С']
['Лесник ДЛТ с/о']
['снт Коммунальщик']
['днт Наука']
['снт Изыскатель']
['Аграрник снт']
['Бархатный берег днт']
['Нарские Пруды снт']
['Китобой ст']
['Радужное днт']
['Сияние севера с/о']
['снт Сибирь']
['Знамя снт']
['Восточный-1 снт']
['снт Зелёная горка']
['днт Благодатный']
['Шар тсн']
['снт Возрождение']
['Геологоразведчик сот']
['Ивушка сот']
['снт Ясные зори']
['сп Дороховское']
['Тихий бор днт']
['СОПК Речник']
['Гвоздичка снт']
['днт Солодок']
['производственная зона']
['дск Русь']
['снт Металлист-1']
['снт Железобетон']
['снт Садовое общество-2']
['снт Ягодное']
['Монтажник-40 сот']
['Коттеджный посёлок']
['Камешник ст']
['днт Зелёный бор']
['Магистраль сот']
['ст Кооператор']
['Сириус ст']
['Ягодное ст']
['Берендей ст']
['Коммунальник-2 снт']
['кп Ёлки']
['кп Ёлка']
['Буровик ст']
['снт Дружка']
['Май ст']
['снт Культура']
['Локомотив сот']
['Энегетик-2 сот']
['Суходольный с/о']
['Кирпичики снт']
['Эскалатор снт']
['Два ручья дт']
['Энергетик-2 сот']
['Чернобылец дк']
['Зодчий-2 снт']
['спк Зелёная горка']
['Сад снт']
['Кировец-5 ст']
['тсн Тонус']
['снт Ангара ']
['Фаэтон ст']
['Энергостроитель спк']
['снт Уютное']
['снт Авиценна']
['снт Приборостроитель']
['Байкал сдт']
['Соловьиная роща тсн']
['Ландыш ст']
['Меридиан сдт']
['Пчелка ст']
['Дельфин снт']
['Нефтяник-2 снт']
['Вирки-3 СНТ']
['Круглик-2 ст']
['Круглик-3 ст']
['Березовая роща дног']
['Кипарис ст']
['Фортуна ст']
['днт Берёзовая роща']
['Сад №2']
['Прибрежный ']
['Сосна снт']
['Усадьба снт']
['Заря-12 снт']
['кс Автомобиль']
['Мартьяновские просторы снт']
['Дружный коллектив снт']
['Дружба 26/2 снт']
['Восточный-2 снт']
['Дружбы 26/2 снт']
['снт Подснежники']
['Зелёный друг снт']
['Зеленый друг снт']
['Металлург-4 снт']
['СНТ Связист']
['Графская славянка кп']
['Дружды  26/2 снт']
['Заречный сот']
['снт Астра']
['Север-1 пск']
['коттеджный посёлок Спутник']
['Иннола парк днп']
['Пневматика снт']
['Агрохимик снт']
['Нефтепереработчик снт']
['Чабаны ст']
"['Бургэд,днт']"
['снт Окские Сады']
['кп Дубровка']
['Солнечная горка кп']
['Березка ст']
['Росинка со']
['Рябинка снт']
['Трассовик снт']
['Вагонник снт']
['Буревестник ст']
['Емельяновская горка коттеджный посёлок']
['Лесовик сдт']
['Автомобилист-1 сот']
['Гудок сдт']
['снт Коммунальник-2']
['Транспортный строитель псок-5']
['Светлана сдт']
['ст Металлург-3']
['Кедровый сдт']
['снт Черёмушки-Керам']
['Букет-91 сдт']
['Интеграл-1 сот']
['снт Койниха']
['снт Ложок-1']
['Бережок-1 сот']
['кдз Бережко']
['Пермус ст']
['ст Речка']
['Сосновый Бор ст']
['снт Линза']
['Отдых-1 снт']
['Солнечное сонт']
['снт Зодчий']
['снт Лестное-1']
['снт Лесное-1']
['снт Лесное-2']
['снт Садовод-1']
['д/о Оптимист']
['Водник-3 снт']
['Здоровье-2 пдк']
['с/о Инженерная защита']
['снт Новый садовод']
['снт Сад']
['снт Эмон']
['Ветеран-2 сдт']
['им.Тимирязева ст']
['Кислор сот']
['У Озера тсн']
['сонт Клубничка']
['днт Казачий Караул']
['№49 Черёмушки снт']
['Еловый бор днт']
['Сокол снт']
['Гаричи днт']
['Острова днт']
['Лада пгк']
['Авиатор-1 с/о']
['Дачи Хюгге днт']
['снт Нектар']
['Светлоозерное сонт']
['Светлоозерная сонт']
['снт Чириково-2']
['снт Маячок']
['Фосфорит снт']
['снт Чириково 2']
['Коммунальщик снт']
['Обь снт']
['снт Сидорово']
['Гороно снт']
['Загородное снт']
['Рот-Фронт снт']
['Мрамор снт']
['Гранит снт']
"['НСОТ ""Надежда""']"
['Спецстроеевец снт']
['Сатурн снт']
['Салют с/о']
['Ромашка-2 снт']
['Восточный снт']
['Полиграфмаш снт']
['Придорожный снт']
['Южный 1 онт']
['Долгая Нива снт']
['Витамин псок-6']
['Павловский парк кп']
['Удача кп']
['снт Селекционер']
['Пять озёр снт']
['Хумми сдт']
['Горизонт спк']
['ст Урупское']
['Ореховая Горка снт']
['СДТ им. Козелова']
['ст Заречное-2']
['Высота СНТ']
['ст Урожай-2']
['Автомобилист сот']
['Сосновка снт']
['Лайнер сот']
['Тамарак сот']
['Мостовик днт']
['Мостовик-2 днт']
['Мостовик-1 днт']
['с/о Новинка']
['Калинка сот']
['Шахтёр ЭВРЗ снт']
['Сад Южный снт']
['ст Урожай ']
['Стрелецкое снт']
['Цон днт']
['Ветеран-2 снт']
['Долина роз снт']
['Союз скит']
['Цон снт']
['Саханка снт']
['Осень снт']
['Телесад с/о']
['Первое Сыктывкарское снт']
['Промжелезобетон снт']
['Кедровый бор снт']
['днп Прилесье']
['с/т Проектировщик']
['сот Тамарак']
['Царицынская Усадьба днп']
['Песчаный снт']
['снт Высота']
['ст Сад рабочих']
['Софринский снт']
['СНТ Металлург']
['Многодетная семья пок']
['снт Зеленая Роща']
['Восточное днт']
['кс №9а']
['тсн Рассвет']
['Сапфир снт']
['снт Домостроитель-2']
['Горнополянец снт']
['Черная речка снт']
['снт Тёплое болото']
"['снт ""Рубин""']"
['Локомотив сдт']
['Локомоив стд']
['Локомотив стд']
['снт Цветущий сад']
['Старожил-1 сок']
['Дальнее Константиново-5']
['дк Стеновик']
['снт Грёзы']
['кс №66']
['снт Урожай ']
['нст Рыбник']
['Орошенец снт']
['Шельф снт']
[' Химик снт']
['снт Ветеран-1']
['Алешковский сельсовет']
"['снт ""Дорожник""']"
['снт Паулино']
['Дары природы снт']
['Симиренко снт']
['Вишнёвый сад снт']
['Садовод снт']
['снт Южный']
['Луч днп']
['Садовод-1 снт']
['Исток снт']
['Агава снт']
['Здоровье Химика снт']
['Гренада снт']
['снт Энергия-2']
['Лебедь псо']
['с/о Русь']
['сот Здороье']
['тсн Березняки']
['ПКСТ Гудок']
['Уют ст']
['ПКСО Вогонник']
['сот Луч']
['снт Таёжные Зори-2']
['Сокол-1 снт']
['западная сторона']
['Царицыно днт']
['СНТ Автомобилист-1']
['Коркинское снт']
['днт Восход']
['Ветеран-Нагорный']
['Ветеран-2 сот']
['СНТ Рассвет-2']
['СНТ Строитель']
['№7 снт']
['Космонавта Леонова']
[' ГРЭС сдт']
['Геолог с/о']
['Волжская заводь снт']
['снт Рабис']
['Брусничка псок']
['Железнодорожник псок №2']
['Кантауровский сельсовет']
['Предпортовец СНТ']
['Прожектор снт']
['Сайгатина сот']
['днт Каменный оазис']
['Монолит снт']
['ст Солнечный']
"['АО ""АСЗ"" сдт']"
['У озера с/о']
['Весеннее пск']
['Озёрное спк']
['№3']
['№2']
['№1']
['Алтай ст']
['Девятка снт']
"['сдт ""Металлург-1""']"
"[' сдт ""Металлург-1""']"
['Кармацкое снт']
"['сдт АО ""АСЗ""']"
['Витязь снт']
['владение Изумрудный лес']
['ст №6 УВД']
['Химик-3 снт']
['СНТ Садовод']
['сдт им. 25-летия Комсомольска-на-Амуре']
['Приозёрное ст №56']
['Сокский-2 снт']
['снт Озёра']
"['снт ""Вега""']"
['пксо']
['пксо Дорожник']
['Грибное ст №59']
['Бриллиант дп']
['Октябрьский садовод снт']
['снт Урожайное']
['Шатское сп']
['снт Подрезово']
['СОТ Хочо']
['Лукоморье ст №54']
['Урожай сот №46']
['снт Кузнец 3']
"['сдт АО ""АСЗ"" сад №8']"
['днп Зелёные Холмы']
['сдт Южное']
['СНТ Лесная Поляна']
['снтсн Каштак']
['снт Сибзаводовец']
['Золотая долина тсн']
['снт Воскресенское']
['Литейщик снт']
['Север ст']
['пос. Садовый']
['Большевик днт']
['Арена снт']
['Ропшинские горки']
['с/т Синегорье']
['с/т Синеогрье']
['СНТ Локомотив']
['снт Морской']
['СНТ Голубые Ели']
['снт Голубые Ели']
['СТ Прогресс']
['СТ Приморье']
['снт Ручеек']
['ст Физик']
['АС снт']
['снт Удачный']
['спк Янтарь-2']
['Кучуминский сок']
['Малиновый звон ст']
['Победит-2 сот']
['Наш Сад снт']
['Рамкуиха кп']
['Раскуиха кп']
['ст Буревестник']
['Тверь снт']
['Весёлый дп']
['Долгово снт']
['снт Солнечная поляна']
['Взлёт ст']
['снт Красновский бор']
['Брусничка ст']
['СНТ Светоч']
['СНТ Союз']
['СНТ Ручеек']
['СНТ Радуга']
['СНТ Дельфин']
['СНТ Весна-Крым']
['СНТ Гидротехник']
['СНТ Бодрость']
['СНТ Табачник']
['СНТ Мелиоратор']
['СНТ Меркурий']
['СНТ Марс']
['СНТ Лучистое']
['СНТ Альбатрос']
['СНТ Якорь']
['СНТ Армеец']
['СНТ Море']
['СНТ Парус']
['СНТ Парус-Феодосия']
['СНТ Приборист']
['СНТ Родничок']
['СНТ Буревестник']
['СНТ Энергетик']
['СНТ Динамовец']
['СНТ Сиваш']
['СНТ Тюльпан']
['СНТ Ажур']
['СНТ Нива']
['СНТ Автомобилист']
['СНТ Искатель']
['СНТ Курорт']
['СНТ Роза']
['СНТ Весна']
['СНТ Железнодорожник']
['СНТ Геотехник']
['СНТ Пластик']
['СНТ Промжилстрой']
['СНТ Сатурн']
['СНТ Водник']
['СНТ Рябинушка']
['СНТ Дорожник']
['СНТ Полет-2']
['СНТ Колос']
"['днп ""Клейменово-2']"
['дп Озёрный']
['Магистраль ст']
['днт Заповедный край']
['снт Обские зори']
['стн Одуванчик']
['Вышкомонтажник ст']
['Олимп снт']
['Содружество снт']
['Расввет снт']
['снт Серп и Молот']
['снт Южанка']
['Земляне снт']
['снт Нерда']
['пос. Нурлы']
['Рыбак сдт']
['Дорожник ст']
['Тверской вагоностроительный завод снт']
['спк Агрофирма Восток']
['снт Спутник-Элсиб']
['СНТ Ветеран']
['Автокомбинат снт']
['Огонёк снт']
[' Сосновый Бор днт']
['снт Инструмент']
['Южная дача днп']
['снт Композит-1']
['Руслан снт']
['Садовод-3 снт']
['Искра снт']
['ск №89']
['днп Памир']
['Машиностроитель сдт']
['Сад-3 сдт']
['Автозаводец сдт']
['Перелески снт']
['Чистая поляна сдт']
['Урожайный снт']
['Политехник снт']
['Ильмв СНТ']
['Берёзовая роща сдт']
['Рябинки снт']
['Пересвет-2 сдт']
['Рябински снт']
['Лесная сказка сдт']
['Мекензиевы Горы']
['Ромашка сдт']
['Восход-6 снт']
['Радуга сдт']
['Разведчик недр ст']
['Водник сдт']
['Золотой ранет ст']
['Дружба-Южная ст']
['Чапаевец ст']
['Отрадное сдт']
['Учитель-2 снт']
['Радуга-1 сдт']
['Орша снт']
['Десна сдт']
['Механизатор сдт']
['Трикотажник снт']
['Восток-5 снт']
['Малая Колосовка снт']
['СНТ Проектировщик']
['снт Сударушка']
"['ТСН ""Радужное""']"
['Родничок сот']
['Земляничка снт']
['Виктория-1 снт']
['Возрождение дпк']
['Заповедное Озеро кп']
['Троицкая Застава кп']
['снт Аграрник']
['район Горсвалка']
['Золотой петушок снт']
['Мичуринец стд']
"['коттеджный посёлок ""Покровские земли""']"
['снт Новое Заборье']
['с/о Приволье']
['Автотранспортник-2']
['Родина днт']
['Разлив ст']
['днт Клевер']
['Дачное сдт']
['дпк Арнеево']
['Горняк ст']
['снт Березка-1']
['снт Солнечная Поляна-2']
['снт Поле Куликово']
['днп Оазис']
['снт Приладожское']
['Ладога-73 снт']
['Стеклянный тсн']
['Мичуринец спк']
['дпк Никитское']
['пгт Редант 2-й']
['дпк Зорино Парк']
['днт Киевская Русь']
['Калинка ст']
['Скородумка снт']
['Калина дп']
['дснт Берёзка-1']
['снт Верховье']
['днп Хрустали']
['Чебсарское гп']
['Угольское сп']
['Малые Никитки коттеджный посёлок']
['Россиянка ст']
['ТСН Фаворит']
['Татра снт']
['снт Сосна']
['Новосёлки снт']
['снт Сосновый бор']
['квартал застройки Русская поляна']
['дк Коминтерновец']
['кдз Лесные узоры']
['снт Здоровье-2']
['днп Солнечный лес']
['кдз Золотой бор']
"['коттеджный посёлок ""Покровские Ворота""']"
['кп Кореньки']
['дп Чистые Пруды']
['снт Солнечная Долина']
['ст Отдых-2']
['Автотранспортник снт']
['снт Кирпичник']
['Каштырлинка с/о']
['Золотая корона-2 днт']
['мкр. Холмогоры']
['снт Михнево']
['Аммофос-1 ст']
[' снт Нива']
['Общественный сад №7 АО Северсталь снт']
['днп на Хуторе']
['днп Высоты']
['снт Городня']
['№10 ЧМХС ст']
['Ивушка ст']
['Рассвет сдт']
['с/о Генетик']
['тсн Весна']
['Целинник ст']
['ст Вишнёвый']
['снт Малоярославец']
['Нива с/о']
['ПО Курганприбор']
['ст Политехник']
['ст Роща']
['дп Луговой']
['Кирово)']
['Нижняя Ельцовка']
['мкр-н Солнечная поляна']
['снт Моховской-1']
['кп Парк Образцово']
['кп Приозёрье']
['Родник-4 снт']
['снт Гвардеец']
['снт Моховской-2']
['C']
['ДНП Жемчужина']
['Жигули-2 снт']
['B']
['E']
['A']
['СНТ Рябинка']
['ст Вишнёвое-2']
['Полезный отдых снт']
['г. Обь']
['Алан ст']
['снт Весна-2']
['Ясная Поляна днп']
['снт Автодорожник']
['снт Дизелист']
['снт Осинка']
['днт Чёрная Сопка']
['Карамель снт']
['Золотой Родник снт']
['Прибой-2 снт']
['Диомид-1 снт']
['Соловушка снт']
['Ритм снт']
['Аметист снт']
['Мотор снт']
['Корабеллы снт']
['снт Мирный']
['сног Орбита-2']
['Клубничка снт']
['сног Бриз-2']
['с/о Гидростроитель']
"['ст ""Проектировщик""']"
['Южная Суровка днт']
['Южные ключи кп']
['Металлург-10 снт']
['Белая Речка пос']
['снт Аметист']
['Центральная промышленная зона']
['Кузнечный снт']
['Малиновка днп']
['снт Никольское']
['Алмаз ДНТ']
['днт Заря Уфимского района']
['им. И.В. Мичурина ст']
['Труженик ст']
['Кола днп']
['Сигнал ст']
['Просвещенец снт']
['Пчёлка снт']
"['СК ""Магистраль""']"
['Прибрежный сно']
['завод ЭМИ']
['Областной библиотеки']
['Металлург-3 снт']
['КЭКТИ']
['снт Фронтовики']
['Дизель снт']
['ст Аргония']
['ст Высотник']
['Строитель СМП 287 ст']
['нст Любитель']
['снт Уральские Зори']
['снт Люблинский Садовод']
['ЭТУС']
['СМУ-3']
"['снт ""Росинка""']"
['Якорь-3 снт']
['Электрик-1 снт']
['Речник снт']
['Электрик-2 снт']
['Дачница снт']
['снт Северка']
['Ласточка-2 днп']
['Теремок днт']
['Строитель-86 сонт']
['ст ДЭПСС']
['снт Вега']
['кп Пески']
"['СНТ ""Ветеран-10""']"
['снт Роща']
"['Коттеджный посёлок ""Дружный""']"
['Мега сонт']
['Маяк с/о']
['Сад №2 ст Роса ап']
['Лето-парк']
['Иншинское сп']
['Трудовые резервы снт']
['Сосновый Бор снт']
['Крит снт']
['Николаевское снт']
['снт Бахчеево']
['Благовещенский)']
['Мотостроитель снт']
['Зайцево снт']
['снт Старт-1']
['днп Московка']
['Петровское дп']
['Овощевод СТ']
['Родные просторы кп']
['Новосаратовка']
['Жемчужина снт']
['кп Фёдоров посад']
['Озёрное днп']
['снт Осень']
['Индустриальный']
"['Зеленый бор снт, Поле 3']"
['с. Мальково']
['днт Шуманка']
['Ягода снт']
['Белозёрки снт']
['сдт Изыскатель-1']
['ст Орель-5']
['снт Михалёво']
['снт Михалево']
['снт Пресса']
['СНТ михалево']
['нст Журналист-2']
['5 дачи']
['7 дачи']
['6 дачи']
['снт Горелый лес']
['4 дачи']
['ст Каменный цветок']
['снт Вега-88']
['снт Жаворонки-Север']
"['с/о ""Энергетик-1""']"
"['с/о ""Банковец-2""']"
"['с/о ""Орбита""']"
['снт Белые пески-2']
['снт Ведуга']
['снт Акулово']
['кс №11а']
['тст Золотая осень']
['снт Бахчиево']
['Заречный ст']
['Кургансельмаш-2 снт']
['снт Быковка']
['днт Мурашки']
['Полет снт']
['снт Прикондомское']
['нос Мичуринцев']
['снт Яблоко']
['Раздольное']
['снт Береговое-1']
['снт Кондома']
"['снт ""Дальняя дача""']"
"['снт ""Электрик-1""']"
['Калина с/о']
['Лаванда снт']
['Ст №8']
"['СНТ ""Ранет""']"
"['СНТ ""Восход""']"
['снт Пламя-3']
['Дружба-1снт']
['днт Каменский оазис']
['пос. Валёк']
['Золотой ранет 2 ст']
['снт Вега-4']
['Трансаш снт']
['СТ Победа']
"['снт ""Сад №5 Локомотив""']"
['cнт Михалево']
['снт Буревестник']
['Простоквашино 2 снт']
['Гектаринки дп']
['Зарница снт']
['снт Заря-1']
['снт Лесная сказка']
['Берёзовая роща снт']
['Буй снт']
"['ст ""Инициативный""']"
['ПКС Машиностроитель']
['днп Феликсово']
['Сокол-2 снт']
['днт Молдаванка']
['Южно-Сахалинск']
['днп Финский Хутор-2']
['днт Весточка']
['днт Нарколог']
['снт Целина']
['ст Озон']
['БЦ Riga Land']
['днт Флора']
['днт Сахалин']
['ст Металург']
['снт Адонис-Нарколог']
['снт ДОСААФ']
['днт Лесовичок']
['ст Звёздный']
['ст Малинки']
['Вырыпаевка снт']
['СТ Талгар-Маралсай']
[' СТ Талгар-Маралсай']
['Икар ст']
['ст Ветеран-Север']
['ст Ветеран-Юг']
['Трубник ст']
['ст Боровляны-37']
"[""с/о 'Агротехснаб'""]"
['снт Дубовая Роща']
['снт Дубрава-2']
['Татьянка снт']
['снт']
['снт Бодрость']
['Садовод снт сад №2 КГСХА']
['снт Вельяминово-ЗИЛ-2']
['Берёзовая грива-1 снт']
['ст Жемчужина']
['с/о УВД']
['снт Метеоролог']
['Поле Чудес-2 с/о']
['днп Ромашково-37']
['Плодовое снт']
['Тихие зори снт']
['Мечта-2 снт']
['Места-2 снт']
['с/о Южная Геофизика']
['с/о СУ-31']
['с/о Ремонтник']
['с/о Знание']
['с/о Коммунальщик']
['с/о Связь']
['с/о АТК-2038']
['с/о Потребсоюз']
['с/о Комсомольский']
['с/о Флора']
['с/о Росинка']
['Ёлочки']
['снт Азалия']
['с/о Огонёк']
['днт Агат']
['днт Истоки']
['снт Нефтегазоразведчик']
['с/о Подгорное-1']
['с/о Подгорное']
['с/о Колос']
['с/о Саяны']
['с/о Южное']
['снт Лесные дали']
['снт Столбищево']
['снт Садко']
['снт Мещерское']
['снт Афганец']
['снт Пальмира']
['снт Москвич']
"['СНТ ""Лесник""']"
"['СНТ ""Солнечная-12""']"
['Родничок-1']
['ждп Молодые дубки']
